Dominos,https://www.dominos.com/en/restaurants,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Dominos_pizza_logo.svg/1200px-Dominos_pizza_logo.svg.png
Papa Johns,https://www.papajohns.com/order/stores-near-me,https://1000logos.net/wp-content/uploads/2023/04/Papa-Johns-Logo-1994.png
Pizza Hut,https://www.pizzahut.com/,https://1000logos.net/wp-content/uploads/2023/04/Pizza-Hut-Logo-2010.png
